"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Glosser","Alternate_gloss","Comment_glosser"
"17","numerals-abee1242-1-twentynine-1","numerals-abee1242-1","Chan2019","twentynine","29","òbɾāɲʊ̃̀ édʒì ɲāàkó","obranuedzinaako",NA,"FALSE","(10·2)+{LIG}9","EAT",NA,NA
"18","numerals-abee1242-1-thirty-1","numerals-abee1242-1","Chan2019","thirty","30","òbɾāsà","obrasa",NA,"FALSE","10·3","EAT",NA,NA
"19","numerals-abee1242-1-forty-1","numerals-abee1242-1","Chan2019","forty","40","òbɾānà","obrana",NA,"FALSE","10·4","EAT",NA,NA
"20","numerals-abee1242-1-fifty-1","numerals-abee1242-1","Chan2019","fifty","50","òbɾōnù","obronu",NA,"FALSE","10·5","EAT",NA,NA
"21","numerals-abee1242-1-sixty-1","numerals-abee1242-1","Chan2019","sixty","60","òbɾã̄ʃē","obrase",NA,"FALSE","10·6","EAT",NA,NA
"22","numerals-abee1242-1-seventy-1","numerals-abee1242-1","Chan2019","seventy","70","òbɾã̄sɔ̂","obraso",NA,"FALSE","10·7","EAT",NA,NA
"23","numerals-abee1242-1-eighty-1","numerals-abee1242-1","Chan2019","eighty","80","òbɾãmʊ̃̀kwɛ́","obramukwe",NA,"FALSE","10·8","EAT",NA,NA
"24","numerals-abee1242-1-ninety-1","numerals-abee1242-1","Chan2019","ninety","90","òbɾãŋɡòrá","obranggora",NA,"FALSE","10·9","EAT",NA,NA
"25","numerals-abid1235-1-eleven-1","numerals-abid1235-1","Chan2019","eleven","11","ń̩díɔ̀ lʊ́wɪ́ ń̩nɔ̀","ndioluwinno",NA,"FALSE","10+{LIG}1","EAT",NA,NA
"26","numerals-abid1235-1-twelve-1","numerals-abid1235-1","Chan2019","twelve","12","ń̩díɔ̀ ɛ́wɪ́ áānʊ̄","ndioewiaanu",NA,"FALSE","10+{LIG}2","EAT",NA,NA
"27","numerals-abid1235-1-thirteen-1","numerals-abid1235-1","Chan2019","thirteen","13","ń̩díɔ̀ ɛ́wɪ́ ɛ̃́ɛ̃̄tɪ̄","ndioewieeti",NA,"FALSE","10+{LIG}3","EAT",NA,NA
"28","numerals-abid1235-1-fourteen-1","numerals-abid1235-1","Chan2019","fourteen","14","ń̩díɔ̀ ɛ́wɪ́ ã́ã̄lā","ndioewiaala",NA,"FALSE","10+{LIG}4","EAT",NA,NA
"29","numerals-abid1235-1-fifteen-1","numerals-abid1235-1","Chan2019","fifteen","15","ń̩díɔ̀ ɛ́wɪ́ éēnē","ndioewieene",NA,"FALSE","10+{LIG}5","EAT",NA,NA
"30","numerals-abid1235-1-sixteen-1","numerals-abid1235-1","Chan2019","sixteen","16","ń̩díɔ̀ ɛ́wɪ́ náhʊ̃̀ã̀","ndioewinahua",NA,"FALSE","10+{LIG}6","EAT",NA,NA
"31","numerals-abid1235-1-seventeen-1","numerals-abid1235-1","Chan2019","seventeen","17","ń̩díɔ̀ ɛ́wɪ́ nɔ̃́ᵐbʊ̀","ndioewinombu",NA,"FALSE","10+{LIG}7","EAT",NA,NA
"32","numerals-abid1235-1-eighteen-1","numerals-abid1235-1","Chan2019","eighteen","18","ń̩díɔ̀ ɛ́wɪ́ nówò","ndioewinowo",NA,"FALSE","10+{LIG}8","EAT",NA,NA
"33","numerals-abid1235-1-nineteen-1","numerals-abid1235-1","Chan2019","nineteen","19","ń̩díɔ̀ ɛ́wɪ́ nɛ̃́ᵐbrɛ̀","ndioewinembre",NA,"FALSE","10+{LIG}9","EAT",NA,NA
"34","numerals-abid1235-1-twenty-1","numerals-abid1235-1","Chan2019","twenty","20","àbrṹã́ɪ̃́","abruai",NA,"FALSE","10’·2","EAT",NA,NA
"35","numerals-abid1235-1-twentyone-1","numerals-abid1235-1","Chan2019","twentyone","21","àbrṹã́ɪ̃́ lʊ́wɪ́ ń̩nɔ̀","abruailuwinno",NA,"FALSE","(10’·2)+{LIG}1","EAT",NA,NA
"36","numerals-abid1235-1-twentytwo-1","numerals-abid1235-1","Chan2019","twentytwo","22","àbrṹã́ɪ̃́ ɛ́wɪ́ áānʊ̄","abruaiewiaanu",NA,"FALSE","(10’·2)+{LIG}2","EAT",NA,NA
"37","numerals-abid1235-1-twentythree-1","numerals-abid1235-1","Chan2019","twentythree","23","àbrṹã́ɪ̃́ ɛ́wɪ́ ɛ̃́ɛ̃̄tɪ̄","abruaiewieeti",NA,"FALSE","(10’·2)+{LIG}3","EAT",NA,NA
"38","numerals-abid1235-1-twentyfour-1","numerals-abid1235-1","Chan2019","twentyfour","24","àbrṹã́ɪ̃́ ɛ́wɪ́ ã́ã̄lā","abruaiewiaala",NA,"FALSE","(10’·2)+{LIG}4","EAT",NA,NA
"39","numerals-abid1235-1-twentyfive-1","numerals-abid1235-1","Chan2019","twentyfive","25","àbrṹã́ɪ̃́ ɛ́wɪ́ éēnē","abruaiewieene",NA,"FALSE","(10’·2)+{LIG}5","EAT",NA,NA
"40","numerals-abid1235-1-twentysix-1","numerals-abid1235-1","Chan2019","twentysix","26","àbrṹã́ɪ̃́ ɛ́wɪ́ náhʊ̃̀ã̀","abruaiewinahua",NA,"FALSE","(10’·2)+{LIG}6","EAT",NA,NA
"41","numerals-abid1235-1-twentyseven-1","numerals-abid1235-1","Chan2019","twentyseven","27","àbrṹã́ɪ̃́ ɛ́wɪ́ nɔ̃́ᵐbʊ̀","abruaiewinombu",NA,"FALSE","(10’·2)+{LIG}7","EAT",NA,NA
"42","numerals-abid1235-1-twentyeight-1","numerals-abid1235-1","Chan2019","twentyeight","28","àbrṹã́ɪ̃́ ɛ́wɪ́ nówò","abruaiewinowo",NA,"FALSE","(10’·2)+{LIG}8","EAT",NA,NA
"43","numerals-abid1235-1-twentynine-1","numerals-abid1235-1","Chan2019","twentynine","29","àbrṹã́ɪ̃́ ɛ́wɪ́ nɛ̃́ᵐbrɛ̀","abruaiewinembre",NA,"FALSE","(10’·2)+{LIG}9","EAT",NA,NA
"44","numerals-abid1235-1-thirty-1","numerals-abid1235-1","Chan2019","thirty","30","àbrṹã́sã́","abruasa",NA,"FALSE","10'·3","EAT",NA,NA
"45","numerals-abid1235-1-forty-1","numerals-abid1235-1","Chan2019","forty","40","àbrúáná","abruana",NA,"FALSE","10'·4","EAT",NA,NA
"46","numerals-abid1235-1-fifty-1","numerals-abid1235-1","Chan2019","fifty","50","àbrúanú","abruanu",NA,"FALSE","10'·5","EAT",NA,NA
"47","numerals-abid1235-1-sixty-1","numerals-abid1235-1","Chan2019","sixty","60","àbrṹã́sɪ̃́ɛ̃́","abruasie",NA,"FALSE","10'·6","EAT",NA,NA
"48","numerals-abid1235-1-seventy-1","numerals-abid1235-1","Chan2019","seventy","70","àbrṹã́só","abruaso",NA,"FALSE","10’·7","EAT",NA,NA
"49","numerals-abid1235-1-eighty-1","numerals-abid1235-1","Chan2019","eighty","80","ń̩díɔ̀ ń̩díɔ̀ nówò","ndiondionowo",NA,"FALSE","10'·8","EAT",NA,NA
"50","numerals-abid1235-1-ninety-1","numerals-abid1235-1","Chan2019","ninety","90","ń̩díɔ̀ ń̩díɔ̀ nɛ̃́ᵐbrɛ̀","ndiondionembre",NA,"FALSE","10’·9","EAT",NA,NA
"51","numerals-acol1236-1-twentyone-1","numerals-acol1236-1","Chan2019","twentyone","21","píèr àríò wí àcíèl","pierariowiaciel","","FALSE","(10·2)+{LIG]1","EAT",NA,NA
"52","numerals-akum1238-1-twentyone-1","numerals-akum1238-1","Chan2019","twentyone","21","ikam ka ájì","ikamkaaji","","FALSE","20+{LIG]1","EAT",NA,NA
"53","numerals-akum1238-1-thirty-1","numerals-akum1238-1","Chan2019","thirty","30","ikam ka ikùr","ikamkaikur","","FALSE","20+{LIG]10","EAT",NA,NA
"54","numerals-akum1238-1-fifty-1","numerals-akum1238-1","Chan2019","fifty","50","akam afã̀ ikùr","akamafaikur","","FALSE","(20·2)+{LIG]10","EAT",NA,NA
"55","numerals-akum1238-1-seventy-1","numerals-akum1238-1","Chan2019","seventy","70","akam ata ka ikùr","akamatakaikur","","FALSE","(20·3)+{LIG]10","EAT",NA,NA
"56","numerals-akum1238-1-ninety-1","numerals-akum1238-1","Chan2019","ninety","90","akam aɲì ka ikùr","akamanikaikur","","FALSE","(20·4)+{LIG]10","EAT",NA,NA
"57","numerals-baba1266-1-twelve-1","numerals-baba1266-1","Chan2019","twelve","12","ǹdʒùsə̀ bò","ndzusabo","","FALSE","{LIG}[10]+{LIG]2","EAT",NA,NA
"58","numerals-baba1266-1-thirteen-1","numerals-baba1266-1","Chan2019","thirteen","13","ǹdʒùsə̀ táʔ","ndzusata","","FALSE","{LIG}[10]+{LIG]3","EAT",NA,NA
"59","numerals-baba1266-1-fourteen-1","numerals-baba1266-1","Chan2019","fourteen","14","ǹdʒùsə̀ kàʔ","ndzusaka","","FALSE","{LIG}[10]+{LIG]4","EAT",NA,NA
"60","numerals-baba1266-1-fifteen-1","numerals-baba1266-1","Chan2019","fifteen","15","ǹdʒùsə̀ tàn","ndzusatan","","FALSE","{LIG}[10]+{LIG]5","EAT",NA,NA
"61","numerals-baba1266-1-sixteen-1","numerals-baba1266-1","Chan2019","sixteen","16","ǹdʒùsə̀ ńtʉ́fə́","ndzusantufa","","FALSE","{LIG}[10]+{LIG]6","EAT",NA,NA
"62","numerals-baba1266-1-seventeen-1","numerals-baba1266-1","Chan2019","seventeen","17","ǹdʒùsə̀ sómbô","ndzusasombo","","FALSE","{LIG}[10]+{LIG]7","EAT",NA,NA
"63","numerals-baba1266-1-eighteen-1","numerals-baba1266-1","Chan2019","eighteen","18","ǹdʒùsə̀ fwómə́","ndzusafwoma","","FALSE","{LIG}[10]+{LIG]8","EAT",NA,NA
"64","numerals-bala1301-1-sixteen-1","numerals-bala1301-1","Chan2019","sixteen","16","t͡ʃɪːfmɛn kə kt͡ʃɪf kə fhdon","tsifmenkaktsifkafhdon","","FALSE","(5·2’)+{LIG}5+{LIG]1","EAT",NA,NA
"65","numerals-bala1301-1-seventeen-1","numerals-bala1301-1","Chan2019","seventeen","17","t͡ʃɪːfmɛn kə kt͡ʃɪf kə ksibm","tsifmenkaktsifkaksibm","","FALSE","(5·2’)+{LIG}5+{LIG]2","EAT",NA,NA
"66","numerals-bala1301-1-eighteen-1","numerals-bala1301-1","Chan2019","eighteen","18","t͡ʃɪːfmɛn kə kt͡ʃɪf kə khobm","tsifmenkaktsifkakhobm","","FALSE","(5·2’)+{LIG}5+{LIG]3","EAT",NA,NA
"67","numerals-bala1301-1-nineteen-1","numerals-bala1301-1","Chan2019","nineteen","19","t͡ʃɪːfmɛn kə kt͡ʃɪf kə ktalhi","tsifmenkaktsifkaktalhi","","FALSE","(5·2’)+{LIG}5+{LIG]4","EAT",NA,NA
"68","numerals-bala1302-1-eight-1","numerals-bala1302-1","Chan2019","eight","8","taataala","taataala","( 2 x 4 ) ?","FALSE","8","EAT",NA,"4’+4"
"69","numerals-bala1302-1-thirty-1","numerals-bala1302-1","Chan2019","thirty","30","njímmin nhabí","njimminnhabi","","FALSE","(10·2)+3","EAT",NA,NA
"70","numerals-bala1302-1-forty-1","numerals-bala1302-1","Chan2019","forty","40","njímmin ntahla","njimminntahla","","FALSE","(10·2)+4","EAT",NA,NA
"71","numerals-bala1302-1-fifty-1","numerals-bala1302-1","Chan2019","fifty","50","njímmin njíif","njimminnjiif","","FALSE","(10·2)+5","EAT",NA,NA
"72","numerals-bala1302-1-sixty-1","numerals-bala1302-1","Chan2019","sixty","60","njímmin faaj","njimminfaaj","","FALSE","(10·2)+6","EAT",NA,NA
"73","numerals-bala1302-1-seventy-1","numerals-bala1302-1","Chan2019","seventy","70","njímmin faajinɡooda","njimminfaajingooda","","FALSE","(10·2)+6+1","EAT",NA,NA
"74","numerals-bala1302-1-eighty-1","numerals-bala1302-1","Chan2019","eighty","80","njímmin ntaataala","njimminntaataala","","FALSE","(10·2)+8","EAT",NA,NA
"75","numerals-bala1302-1-ninety-1","numerals-bala1302-1","Chan2019","ninety","90","njímmin njíntahla","njimminnjintahla","","FALSE","(10·2)+5’+4","EAT",NA,NA
"76","numerals-bamb1266-1-eleven-1","numerals-bamb1266-1","Chan2019","eleven","11","(nɨ̀ɣám) ntʃù mɔ̀ʔɔ̀","nigamntsumoo",NA,"FALSE","{CL}10+{LIG]1","EAT",NA,NA
"77","numerals-bamb1266-1-twelve-1","numerals-bamb1266-1","Chan2019","twelve","12","(nɨ̀ɣám) ntʃù bə̀ɡə̀","nigamntsubaga",NA,"FALSE","{CL}10+{LIG]2","EAT",NA,NA
"78","numerals-bamb1266-1-thirteen-1","numerals-bamb1266-1","Chan2019","thirteen","13","(nɨ̀ɣám) ntʃù tyè","nigamntsutye",NA,"FALSE","{CL}10+{LIG]3","EAT",NA,NA
"79","numerals-bamb1266-1-fourteen-1","numerals-bamb1266-1","Chan2019","fourteen","14","(nɨ̀ɣám) ntʃù kyà tɔ̀ɔ̀","nigamntsukyatoo",NA,"FALSE","{CL}10+{LIG]4","EAT",NA,NA
"80","numerals-bamb1266-1-fifteen-1","numerals-bamb1266-1","Chan2019","fifteen","15","(nɨ̀ɣám) ntʃù tɔ̀ɔ̀","nigamntsutoo",NA,"FALSE","{CL}10+{LIG]5","EAT",NA,NA
"81","numerals-bamb1266-1-sixteen-1","numerals-bamb1266-1","Chan2019","sixteen","16","(nɨ̀ɣám) ntʃù ntúú","nigamntsuntuu",NA,"FALSE","{CL}10+{LIG]6","EAT",NA,NA
"82","numerals-bamb1266-1-seventeen-1","numerals-bamb1266-1","Chan2019","seventeen","17","(nɨ̀ɣám) ntʃù ʃàmbà","nigamntsusamba",NA,"FALSE","{CL}10+{LIG]7","EAT",NA,NA
"83","numerals-bamb1266-1-eighteen-1","numerals-bamb1266-1","Chan2019","eighteen","18","(nɨ̀ɣám) ntʃù nɨ̀fɔ̀ɔ̀","nigamntsunifoo",NA,"FALSE","{CL}10+{LIG]8","EAT",NA,NA
"84","numerals-bamb1266-1-nineteen-1","numerals-bamb1266-1","Chan2019","nineteen","19","(nɨ̀ɣám) ntʃù nɨ̀bɛ̀ʔɛ̀","nigamntsunibee",NA,"FALSE","{CL}10+{LIG]9","EAT",NA,NA
"85","numerals-bebe1250-1-eleven-1","numerals-bebe1250-1","Chan2019","eleven","11","jufi ⁿtʃɔ.mʷɛ̂","jufintsomwe","","FALSE","10+{LIG]1","EAT",NA,NA
"86","numerals-bebe1250-1-twelve-1","numerals-bebe1250-1","Chan2019","twelve","12","jufi ⁿtʃɔ.bifʷé","jufintsobifwe","","FALSE","10+{LIG]2","EAT",NA,NA
"87","numerals-bebe1250-1-thirteen-1","numerals-bebe1250-1","Chan2019","thirteen","13","jufi ⁿtʃɔ.bitɔ","jufintsobito","","FALSE","10+{LIG]3","EAT",NA,NA
"88","numerals-bebe1250-1-fourteen-1","numerals-bebe1250-1","Chan2019","fourteen","14","jufi ⁿtʃɔ.binwà","jufintsobinwa","","FALSE","10+{LIG]4","EAT",NA,NA
"89","numerals-bebe1250-1-fifteen-1","numerals-bebe1250-1","Chan2019","fifteen","15","jufi ⁿtʃɔ.bitîŋ","jufintsobiting","","FALSE","10+{LIG]5","EAT",NA,NA
"90","numerals-bebe1250-1-sixteen-1","numerals-bebe1250-1","Chan2019","sixteen","16","jufi ⁿtʃɔ.buɬɔ","jufintsobulo","","FALSE","10+{LIG]6","EAT",NA,NA
"91","numerals-bebe1250-1-seventeen-1","numerals-bebe1250-1","Chan2019","seventeen","17","jufi ⁿtʃɔ.fùmáɲàŋ","jufintsofumanang","","FALSE","10+{LIG]{LIG}[1]-8","EAT",NA,NA
"92","numerals-bebe1250-1-eighteen-1","numerals-bebe1250-1","Chan2019","eighteen","18","jufi ⁿtʃɔ.ɲàŋ","jufintsonang","","FALSE","10+{LIG]8","EAT",NA,NA
"93","numerals-bebe1250-1-nineteen-1","numerals-bebe1250-1","Chan2019","nineteen","19","jufi ⁿtʃɔ.fùmájufi","jufintsofumajufi","","FALSE","10+{LIG]{LIG}[1]-10","EAT",NA,NA
"94","numerals-bomw1238-1-eleven-1","numerals-bomw1238-1","Chan2019","eleven","11","kamɔ nɛ wɔtɔ́","kamonewoto","","FALSE","10+[and}1","EAT",NA,NA
"95","numerals-bomw1238-1-twelve-1","numerals-bomw1238-1","Chan2019","twelve","12","kamɔ nɛ ɓeɓa","kamonebeba","","FALSE","10+[and}2","EAT",NA,NA
"96","numerals-bomw1238-1-thirteen-1","numerals-bomw1238-1","Chan2019","thirteen","13","kamɔ nɛ ɓeláali","kamonebelaali","","FALSE","10+[and}3","EAT",NA,NA
"97","numerals-bomw1238-1-fourteen-1","numerals-bomw1238-1","Chan2019","fourteen","14","kamɔ nɛ ɓenâ","kamonebena","","FALSE","10+[and}4","EAT",NA,NA
"98","numerals-bomw1238-1-fifteen-1","numerals-bomw1238-1","Chan2019","fifteen","15","kamɔ nɛ ɓetáani","kamonebetaani","","FALSE","10+[and}5","EAT",NA,NA
"99","numerals-bomw1238-1-sixteen-1","numerals-bomw1238-1","Chan2019","sixteen","16","kamɔ nɛ tʰoobô","kamonethoobo","","FALSE","10+[and}6","EAT",NA,NA
"100","numerals-bomw1238-1-seventeen-1","numerals-bomw1238-1","Chan2019","seventeen","17","kamɔ nɛ tʰámalî","kamonethamali","","FALSE","10+[and}7","EAT",NA,NA
"101","numerals-bomw1238-1-eighteen-1","numerals-bomw1238-1","Chan2019","eighteen","18","kamɔ nɛ mwáambi","kamonemwaambi","","FALSE","10+[and}8","EAT",NA,NA
"102","numerals-bomw1238-1-nineteen-1","numerals-bomw1238-1","Chan2019","nineteen","19","kamɔ nɛ táani ne ɓinâ","kamonetaaninebina","","FALSE","10+[and}5+4","EAT",NA,NA
"103","numerals-bong1285-1-twentyone-1","numerals-bong1285-1","Chan2019","twentyone","21","mbàba kɔ̀tʊ́ dɔ̀ː kɔ̀tʊ́","mbabakotudokotu","","FALSE","(20·1(+{LIG}1","EAT",NA,NA
"104","numerals-bong1285-1-twentytwo-1","numerals-bong1285-1","Chan2019","twentytwo","22","mbàba kɔ̀tʊ́ dɔ̀ː ŋɡɔ̀r","mbabakotudonggor","","FALSE","(20·1(+{LIG}2","EAT",NA,NA
"105","numerals-bong1285-1-twentythree-1","numerals-bong1285-1","Chan2019","twentythree","23","mbàba kɔ̀tʊ́ dɔ̀ː mʊ̀tːà","mbabakotudomuta","","FALSE","(20·1(+{LIG}3","EAT",NA,NA
"106","numerals-bong1285-1-twentyfour-1","numerals-bong1285-1","Chan2019","twentyfour","24","mbàba kɔ̀tʊ́ dɔ̀ː ʔɛ́w","mbabakotudoew","","FALSE","(20·1(+{LIG}4","EAT",NA,NA
"107","numerals-bong1285-1-twentyfive-1","numerals-bong1285-1","Chan2019","twentyfive","25","mbàba kɔ̀tʊ́ dɔ̀ː múì","mbabakotudomui","","FALSE","(20·1(+{LIG}5","EAT",NA,NA
"108","numerals-bong1285-1-twentysix-1","numerals-bong1285-1","Chan2019","twentysix","26","mbàba kɔ̀tʊ́ dɔ̀ː dɔ̀kɔtʊ́","mbabakotudodokotu","","FALSE","(20·1(+{LIG}5+{LIG}1","EAT",NA,NA
"109","numerals-bong1285-1-twentyseven-1","numerals-bong1285-1","Chan2019","twentyseven","27","mbàba kɔ̀tʊ́ dɔ̀ː dɔ́ŋɡɔr","mbabakotudodonggor","","FALSE","(20·1(+{LIG}5+{LIG}2","EAT",NA,NA
"110","numerals-bong1285-1-twentyeight-1","numerals-bong1285-1","Chan2019","twentyeight","28","mbàba kɔ̀tʊ́ dɔ̀ː dɔ̀mʊ́tːà","mbabakotudodomuta","","FALSE","(20·1(+{LIG}5+{LIG}3","EAT",NA,NA
"111","numerals-bong1285-1-twentynine-1","numerals-bong1285-1","Chan2019","twentynine","29","mbàba kɔ̀tʊ́ dɔ̀ː dɔ̀mʔɛ́w","mbabakotudodomew","","FALSE","(20·1(+{LIG}5+{LIG}4","EAT",NA,NA
"112","numerals-cent2018-1-six-1","numerals-cent2018-1","Chan2019","six","6","ɟóé ɡɔ̀l","joegol","( 5 + 1 )","FALSE","5+1","EAT",NA,NA
"113","numerals-cent2018-1-twentyone-1","numerals-cent2018-1","Chan2019","twentyone","21","àʃɛ̀ɾĩ́ʔ ìɡòʔò","aseriigoo","","FALSE","20+1","EAT",NA,NA
"114","numerals-cent2018-1-twentytwo-1","numerals-cent2018-1","Chan2019","twentytwo","22","àʃɛ̀ɾĩ́ʔ ìɗiʔi","aseriidii","","FALSE","20+2","EAT",NA,NA
"115","numerals-cent2018-1-twentythree-1","numerals-cent2018-1","Chan2019","twentythree","23","àʃɛ̀ɾĩ́ʔ ītàtì","aseriitati","","FALSE","20+3","EAT",NA,NA
"116","numerals-cent2018-1-twentyfour-1","numerals-cent2018-1","Chan2019","twentyfour","24","àʃɛ̀ɾiʔ̃́ īnáì","aseriinai","","FALSE","20+4","EAT",NA,NA
"117","numerals-cent2018-1-twentyfive-1","numerals-cent2018-1","Chan2019","twentyfive","25","àʃɛ̀ɾĩ́ʔ īɟōì","aseriijoi","","FALSE","20+5","EAT",NA,NA
"118","numerals-cent2018-1-twentysix-1","numerals-cent2018-1","Chan2019","twentysix","26","àʃɛ̀ɾĩ́ʔ ìɟōē ɡò","aseriijoego","","FALSE","20+5+1","EAT",NA,NA
"119","numerals-cent2018-1-twentyseven-1","numerals-cent2018-1","Chan2019","twentyseven","27","àʃɛ̀ɾĩ́ʔ īɟóē ɗiɗi","aseriijoedidi","","FALSE","20+5+2","EAT",NA,NA
"120","numerals-cent2018-1-twentyeight-1","numerals-cent2018-1","Chan2019","twentyeight","28","àʃɛ̀ɾĩ́ʔ īɟóé tātì","aseriijoetati","","FALSE","20+5+3","EAT",NA,NA
"121","numerals-cent2018-1-twentynine-1","numerals-cent2018-1","Chan2019","twentynine","29","àʃɛ̀ɾĩ́ʔ īɟóé náì","aseriijoenai","","FALSE","20+5+4","EAT",NA,NA
"122","numerals-cent2018-1-thirty-1","numerals-cent2018-1","Chan2019","thirty","30","tàlàtĩ́ʔ","talati","(< Arabic )","TRUE","3·10'","EAT",NA,NA
"123","numerals-cent2018-1-forty-1","numerals-cent2018-1","Chan2019","forty","40","àɾbàĩ́ʔ","arbai","(< Arabic )","TRUE","4·10’","EAT",NA,NA
"124","numerals-cent2018-1-fifty-1","numerals-cent2018-1","Chan2019","fifty","50","hàmsĩ́ʔ","hamsi","(< Arabic )","TRUE","5·10’","EAT",NA,NA
"125","numerals-cent2018-1-sixty-1","numerals-cent2018-1","Chan2019","sixty","60","sɛ̀tĩ́ʔ","seti","(< Arabic )","TRUE","6·10'","EAT",NA,NA
"126","numerals-cent2018-1-seventy-1","numerals-cent2018-1","Chan2019","seventy","70","sàbàĩ́ʔ","sabai","(< Arabic )","TRUE","7·10’","EAT",NA,NA
"127","numerals-cent2018-1-eighty-1","numerals-cent2018-1","Chan2019","eighty","80","tàmànĩ́ʔ","tamani","(< Arabic )","TRUE","8·10’","EAT",NA,NA
"128","numerals-cent2018-1-ninety-1","numerals-cent2018-1","Chan2019","ninety","90","tɛ̀sĩ́ʔ","tesi","(< Arabic )","TRUE","9·10’","EAT",NA,NA
"129","numerals-cent2018-1-twohundred-1","numerals-cent2018-1","Chan2019","twohundred","200","kɛ́mɛ̀ ɗiɗi","kemedidi","","FALSE","100·2","EAT",NA,NA
"130","numerals-cher1271-1-two-1","numerals-cher1271-1","Chan2019","two","2","ìɲɔ́","ino",NA,"FALSE","2","EAT",NA,NA
"131","numerals-cher1271-1-three-1","numerals-cher1271-1","Chan2019","three","3","ìsã́","isa",NA,"FALSE","3","EAT",NA,NA
"132","numerals-cher1271-1-four-1","numerals-cher1271-1","Chan2019","four","4","ìnɛ̂","ine",NA,"FALSE","4","EAT",NA,NA
"133","numerals-cher1271-1-five-1","numerals-cher1271-1","Chan2019","five","5","ìnî","ini",NA,"FALSE","5","EAT",NA,NA
"134","numerals-cher1271-1-six-1","numerals-cher1271-1","Chan2019","six","6","ìsíɛ̃̀","isie",NA,"FALSE","6","EAT",NA,NA
"135","numerals-cher1271-1-seven-1","numerals-cher1271-1","Chan2019","seven","7","ìsúnɔ̋","isuno",NA,"FALSE","7","EAT",NA,NA
"136","numerals-cher1271-1-eight-1","numerals-cher1271-1","Chan2019","eight","8","ìtwî","itwi",NA,"FALSE","8","EAT",NA,NA
