File,Glottocode,Language-level_Glottocode,Use_in_analyses
numerals-sawk1238-1.csv,sawk1238,sawk1238,YES
numerals-saya1246-1.csv,saya1246,saya1246,YES
numerals-sech1246-1.csv,sech1246,sech1246,YES
numerals-seco1241-1.csv,seco1241,seco1241,YES
numerals-seka1250-1.csv,seka1250,seka1250,YES
numerals-selk1253-1.csv,selk1253,selk1253,YES
numerals-sene1264-1.csv,sene1264,sene1264,YES
numerals-senh1238-1.csv,senh1238,senh1238,YES
numerals-seri1257-1.csv,seri1257,seri1257,YES
numerals-serr1255-1.csv,serr1255,serr1255,YES
numerals-seve1240-1.csv,seve1240,seve1240,YES
numerals-seze1235-1.csv,seze1235,seze1235,YES
numerals-shan1283-1.csv,shan1283,shan1283,YES
numerals-shat1244-1.csv,shat1244,shat1244,YES
numerals-shaw1249-1.csv,shaw1249,shaw1249,YES
numerals-shee1238-1.csv,shee1238,shee1238,YES
numerals-shor1247-1.csv,shor1247,shor1247,YES
numerals-shua1254-1.csv,shua1254,shua1254,YES
numerals-shua1257-1.csv,shua1257,shua1257,YES
numerals-shus1248-1.csv,shus1248,shus1248,YES
numerals-sida1246-1.csv,sida1246,sida1246,YES
numerals-siks1238-1.csv,siks1238,siks1238,YES
numerals-sion1247-1.csv,sion1247,sion1247,YES
numerals-sipa1247-2.csv,sipa1247,sipa1247,YES
numerals-sire1246-1.csv,sire1246,sire1246,YES
numerals-siri1273-3.csv,siri1273,siri1273,YES
numerals-siwi1239-1.csv,siwi1239,siwi1239,YES
numerals-skol1241-1.csv,skol1241,skol1241,YES
numerals-soch1239-1.csv,soch1239,soch1239,YES
numerals-soko1263-1.csv,soko1263,soko1263,YES
numerals-soma1255-1.csv,soma1255,soma1255,YES
numerals-somr1248-1.csv,somr1248,somr1248,YES
numerals-sooo1256-2.csv,sooo1256,sooo1256,YES
numerals-sout2674-1.csv,sout2674,sout2674,YES
numerals-sout2694-1.csv,sout2694,sout2694,YES
numerals-sout2699-1.csv,sout2699,sout2699,YES
numerals-sout2750-1.csv,sout2750,sout2750,YES
numerals-sout2754-1.csv,sout2754,sout2754,YES
numerals-sout2956-1.csv,sout2956,sout2956,YES
numerals-sout2957-1.csv,sout2957,sout2957,YES
numerals-sout2959-1.csv,sout2959,sout2959,YES
numerals-sout2961-1.csv,sout2961,sout2961,YES
numerals-sout2976-1.csv,sout2976,sout2976,YES
numerals-sout2982-1.csv,sout2982,sout2982,YES
numerals-sout2984-1.csv,sout2984,sout2984,YES
numerals-sout2985-1.csv,sout2985,sout2985,YES
numerals-sout2990-1.csv,sout2990,sout2990,YES
numerals-sout2994-1_ED.csv,sout2994,sout2994,YES
numerals-sout3000-1.csv,sout3000,sout3000,YES
numerals-sout3051-1.csv,sout3051,sout3051,YES
numerals-sout3261-1.csv,sout3261,sout3261,YES
numerals-spok1245-1.csv,spok1245,spok1245,YES
numerals-squa1248-1.csv,squa1248,squa1248,YES
numerals-ston1242-1.csv,ston1242,ston1242,YES
numerals-stra1244-2.csv,stra1244,stra1244,YES
numerals-suku1272-2.csv,suku1272,suku1272,YES
numerals-surb1238-1_edit.csv,surb1238,surb1238,YES
numerals-suri1267-1.csv,suri1267,suri1267,YES
numerals-suru1262-1.csv,suru1262,suru1262,YES
numerals-suru1263-1.csv,suru1263,suru1263,YES
numerals-suya1243-2.csv,suya1243,suya1243,YES
numerals-svan1243-1.csv,svan1243,svan1243,YES
numerals-taba1259-1.csv,taba1259,taba1259,YES
numerals-taca1256-1.csv,taca1256,taca1256,YES
numerals-tach1250-1.csv,tach1250,tach1250,YES
numerals-tada1238-1.csv,tada1238,tada1238,YES
numerals-taga1278-1.csv,taga1278,taga1278,YES
numerals-tago1246-1.csv,tago1246,tago1246,YES
numerals-taha1241-1.csv,taha1241,taha1241,YES
numerals-tahl1239-1.csv,tahl1239,tahl1239,YES
numerals-tall1250-1.csv,tall1250,tall1250,YES
numerals-tama1365-1.csv,tama1365,tama1365,YES
numerals-tamk1242-1.csv,tamk1242,tamk1242,YES
numerals-tani1257-1_ED.csv,tani1257,tani1257,YES
numerals-tapi1253-1.csv,tapi1253,tapi1253,YES
numerals-tapi1254-1.csv,tapi1254,tapi1254,YES
numerals-tari1256-1.csv,tari1256,tari1256,YES
numerals-tari1263-1.csv,tari1263,tari1263,YES
numerals-tasa1240-1.csv,tasa1240,tasa1240,YES
numerals-tata1255-1.csv,tata1255,tata1255,YES
numerals-tata1258-1.csv,tata1258,tata1258,YES
numerals-tatu1247-2.csv,tatu1247,tatu1247,YES
numerals-taus1253-1.csv,taus1253,taus1253,YES
numerals-tawa1286-1.csv,tawa1286,tawa1286,YES
numerals-taya1257-1.csv,taya1257,taya1257,YES
numerals-tazn1238-1.csv,tazn1238,tazn1238,YES
numerals-teda1241-1.csv,teda1241,teda1241,YES
numerals-tehu1242-1.csv,tehu1242,tehu1242,YES
numerals-tekt1235-1.csv,tekt1235,tekt1235,YES
numerals-tena1240-1.csv,tena1240,tena1240,YES
numerals-tenh1241-1.csv,tenh1241,tenh1241,YES
numerals-tenn1246-1.csv,tenn1246,tenn1246,YES
numerals-tera1251-1.csv,tera1251,tera1251,YES
numerals-tere1279-1.csv,tere1279,tere1279,YES
numerals-teri1250-1.csv,teri1250,teri1250,YES
numerals-ters1235-1.csv,ters1235,ters1235,YES
numerals-tewa1260-1.csv,tewa1260,tewa1260,YES
numerals-thay1249-1.csv,thay1249,thay1249,YES
numerals-thom1243-1.csv,thom1243,thom1243,YES
numerals-ticu1245-1.csv,ticu1245,ticu1245,YES
numerals-till1254-1.csv,till1254,till1254,YES
numerals-tima1241-1.csv,tima1241,tima1241,YES
numerals-tind1238-1.csv,tind1238,tind1238,YES
numerals-tiwi1244-1_edit.csv,tiwi1244,tiwi1244,YES
numerals-tlac1235-1.csv,tlac1235,tlac1235,YES
numerals-tlin1245-1.csv,tlin1245,tlin1245,YES
numerals-toba1268-1.csv,toba1268,toba1268,YES
numerals-toba1269-1.csv,toba1269,toba1269,YES
numerals-toca1235-1.csv,toca1235,toca1235,YES
numerals-toho1245-1.csv,toho1245,toho1245,YES
numerals-toll1241-1.csv,toll1241,toll1241,YES
numerals-tolo1259-1.csv,tolo1259,tolo1259,YES
numerals-torn1244-1.csv,torn1244,torn1244,YES
numerals-toto1305-1.csv,toto1305,toto1305,YES
numerals-trin1274-1.csv,trin1274,trin1274,YES
numerals-trio1238-2.csv,trio1238,trio1238,YES
numerals-trum1247-1.csv,trum1247,trum1247,YES
numerals-tsak1249-1.csv,tsak1249,tsak1249,YES
numerals-tsam1247-1.csv,tsam1247,tsam1247,YES
numerals-tsoa1238-1.csv,tsoa1238,tsoa1238,YES
numerals-tuca1252-1.csv,tuca1252,tuca1252,YES
numerals-tuli1249-1.csv,tuli1249,tuli1249,YES
numerals-tuma1248-1.csv,tuma1248,tuma1248,YES
numerals-tuma1260-1.csv,tuma1260,tuma1260,YES
numerals-tumz1238-1_EDIT.csv,tumz1238,tumz1238,YES
numerals-tund1254-1.csv,tund1254,tund1254,YES
numerals-tuni1252-1.csv,tuni1252,tuni1252,YES
numerals-tunn1238-1.csv,tunn1238,tunn1238,YES
numerals-tupa1250-1.csv,tupa1250,tupa1250,YES
numerals-turk1303-1.csv,turk1303,turk1303,YES
numerals-turk1304-1.csv,turk1304,turk1304,YES
numerals-tusc1257-1.csv,tusc1257,tusc1257,YES
numerals-tuvi1240-1.csv,tuvi1240,tuvi1240,YES
numerals-tuyu1244-1.csv,tuyu1244,tuyu1244,YES
numerals-twan1247-1.csv,twan1247,twan1247,YES
numerals-tzel1254-1.csv,tzel1254,tzel1254,YES
numerals-tzot1259-1.csv,tzot1259,tzot1259,YES
numerals-ubii1238-1.csv,ubii1238,ubii1238,YES
numerals-ubyk1235-1.csv,ubyk1235,ubyk1235,YES
numerals-udih1248-1.csv,udih1248,udih1248,YES
numerals-udii1243-1.csv,udii1243,udii1243,YES
numerals-udmu1245-1.csv,udmu1245,udmu1245,YES
numerals-uduk1239-2.csv,uduk1239,uduk1239,YES
numerals-uigh1240-1.csv,uigh1240,uigh1240,YES
numerals-ulch1241-1.csv,ulch1241,ulch1241,YES
numerals-ulga1234-1.csv,ulga1234,sout2958,YES
numerals-umat1237-1.csv,umat1237,umat1237,YES
numerals-umes1235-1.csv,umes1235,umes1235,YES
numerals-umpi1239-1_edit.csv,umpi1239,umpi1239,YES
numerals-unam1242-1.csv,unam1242,unam1242,YES
numerals-uppe1275-1.csv,uppe1275,uppe1275,YES
numerals-uppe1437-1.csv,uppe1437,uppe1437,YES
numerals-uppe1438-1.csv,uppe1438,uppe1438,YES
numerals-uppe1439-1.csv,uppe1439,uppe1439,YES
numerals-urar1246-1_ED.csv,urar1246,urar1246,YES
numerals-urub1250-1.csv,urub1250,urub1250,YES
numerals-urue1240-1.csv,urue1240,urue1240,YES
numerals-urum1249-1.csv,urum1249,urum1249,YES
numerals-uruu1244-1.csv,uruu1244,uruu1244,YES
numerals-vame1236-1.csv,vame1236,vame1236,YES
numerals-vemg1240-1.csv,vemg1240,vemg1240,YES
numerals-veps1250-1.csv,veps1250,veps1250,YES
numerals-vile1241-1.csv,vile1241,vile1241,YES
numerals-voti1245-1.csv,voti1245,voti1245,YES
numerals-wage1238-1.csv,wage1238,wage1238,YES
numerals-waim1253-1.csv,waim1253,waim1253,YES
numerals-waim1255-1_ED.csv,waim1255,waim1255,YES
numerals-waiw1244-2.csv,waiw1244,waiw1244,YES
numerals-waja1257-1.csv,waja1257,waja1257,YES
numerals-wall1238-1.csv,wall1238,wall1238,YES
numerals-wand1278-1.csv,wand1278,wand1278,YES
numerals-waor1240-1.csv,waor1240,waor1240,YES
numerals-wapi1253-1.csv,wapi1253,wapi1253,YES
numerals-wara1303-2.csv,wara1303,wara1303,YES
numerals-warn1244-1.csv,warn1244,warn1244,YES
numerals-waru1265-1.csv,waru1265,waru1265,YES
numerals-wash1253-1.csv,wash1253,wash1253,YES
numerals-waur1244-1.csv,waur1244,waur1244,YES
numerals-waya1269-1.csv,waya1269,waya1269,YES
numerals-waya1270-2.csv,waya1270,waya1270,YES
numerals-wayu1243-1.csv,wayu1243,wayu1243,YES
numerals-west2392-1.csv,west2392,west2392,YES
numerals-west2402-1.csv,west2402,west2402,YES
numerals-west2430-1.csv,west2430,west2430,YES
numerals-west2441-1.csv,west2441,west2441,YES
numerals-west2615-1.csv,west2615,west2615,YES
numerals-west2624-1.csv,west2624,west2624,YES
numerals-west2632-1.csv,west2632,west2632,YES
numerals-west2643-1.csv,west2643,west2643,YES
numerals-west2644-1.csv,west2644,west2644,YES
numerals-west2721-1.csv,west2721,west2721,YES
numerals-wich1260-1.csv,wich1260,wich1260,YES
numerals-wich1264-1.csv,wich1264,wich1264,YES
numerals-wikn1245-1.csv,wikn1245,wikn1245,YES
numerals-wint1259-1.csv,wint1259,wint1259,YES
numerals-wood1236-1.csv,wood1236,wood1236,YES
numerals-woun1238-1.csv,woun1238,woun1238,YES
numerals-wuna1248-1.csv,wuna1248,wuna1248,YES
numerals-wuzl1236-1.csv,wuzl1236,wuzl1236,YES
numerals-xamt1239-1.csv,xamt1239,xamt1239,YES
numerals-xava1240-1.csv,xava1240,xava1240,YES
numerals-xere1240-1.csv,xere1240,xere1240,YES
numerals-xeta1241-1.csv,xeta1241,xeta1241,YES
numerals-xibe1242-1.csv,xibe1242,xibe1242,YES
numerals-xinc1246-1.csv,xinc1246,xinc1246,YES
numerals-xing1248-1.csv,xing1248,xing1248,YES
numerals-xokl1240-1.csv,xokl1240,xokl1240,YES
numerals-yaba1248-1.csv,yaba1248,yaba1248,YES
numerals-yaey1239-1.csv,yaey1239,yaey1239,YES
numerals-yagu1244-1.csv,yagu1244,yagu1244,YES
numerals-yaki1237-1.csv,yaki1237,yaki1237,YES
numerals-yaku1245-1.csv,yaku1245,yaku1245,YES
numerals-yama1264-1.csv,yama1264,yama1264,YES
numerals-yane1238-1.csv,yane1238,yane1238,YES
numerals-yano1261-1.csv,yano1261,yano1261,YES
numerals-yano1262-1.csv,yano1262,yano1262,YES
numerals-yaqu1251-1.csv,yaqu1251,yaqu1251,YES
numerals-yawa1260-1.csv,yawa1260,yawa1260,YES
numerals-yawa1261-1.csv,yawa1261,yawa1261,YES
numerals-yind1247-1.csv,yind1247,yind1247,YES
numerals-yine1238-1.csv,yine1238,yine1238,YES
numerals-ying1247-1.csv,ying1247,ying1247,YES
numerals-yiry1245-1.csv,yiry1245,yiry1245,YES
numerals-yoku1256-1.csv,yoku1256,yoku1256,YES
numerals-yora1241-1.csv,yora1241,yora1241,YES
numerals-youn1235-1.csv,youn1235,youn1235,YES
numerals-yuch1247-1.csv,yuch1247,yuch1247,YES
numerals-yucu1253-2.csv,yucu1253,yucu1253,YES
numerals-yugh1239-1.csv,yugh1239,yugh1239,YES
numerals-yuhu1238-1.csv,yuhu1238,yuhu1238,YES
numerals-yukp1241-2.csv,yukp1241,yukp1241,YES
numerals-yuqu1240-1.csv,yuqu1240,yuqu1240,YES
numerals-yura1255-1.csv,yura1255,yura1255,YES
numerals-yuro1248-1.csv,yuro1248,yuro1248,YES
numerals-yuru1263-1.csv,yuru1263,yuru1263,YES
numerals-yuwa1244-1.csv,yuwa1244,yuwa1244,YES
numerals-zaca1242-1.csv,zaca1242,zaca1242,YES
numerals-zagh1240-1.csv,zagh1240,zagh1240,YES
numerals-zang1255-1.csv,zang1255,zang1255,YES
numerals-zarm1239-1.csv,zarm1239,zarm1239,YES
numerals-zena1248-1.csv,zena1248,zena1248,YES
numerals-zenz1235-1.csv,zenz1235,zenz1235,YES
numerals-zire1244-1.csv,zire1244,zire1244,YES
numerals-zizi1238-1.csv,zizi1238,zizi1238,YES
numerals-zoee1240-1.csv,zoee1240,zoee1240,YES
numerals-zoog1238-1.csv,zoog1238,zoog1238,YES
numerals-zulg1242-1.csv,zulg1242,zulg1242,YES
numerals-zull1239-1.csv,zull1239,zull1239,YES
numerals-zuni1245-1.csv,zuni1245,zuni1245,YES
PAP001_barlowpacific-tamb1257-1.csv,tamb1257,tamb1257,YES
PAP002_numerals-kaer1234-1.csv,kaer1234,kaer1234,YES
PAP003_EDIT_numerals-lamm1241-1_EDIT.csv,lamm1241,lamm1241,YES
PAP004_EDIT_numerals-teiw1235-1_EDIT.csv,teiw1235,teiw1235,YES
PAP005_barlowpacific-nede1245-1.csv,nede1245,nede1245,YES
PAP006_numerals-blag1240-1.csv,blag1240,blag1240,YES
PAP007_barlowpacific-tere1277-1.csv,tere1277,tere1277,YES
PAP008_numerals-rett1240-1.csv,rett1240,rett1240,YES
PAP009_numerals-sarr1247-1.csv,sarr1247,sarr1247,YES
PAP010_numerals-kelo1247-1.csv,kelo1247,kelo1247,YES
PAP011_numerals-adan1251-1.csv,adan1251,adan1251,YES
PAP012_numerals-hama1240-1.csv,hama1240,hama1240,YES
PAP013_barlowpacific-kafo1240-1.csv,kafo1240,kafo1240,YES
PAP014_numerals-kabo1247-1.csv,kabo1247,kabo1247,YES
PAP015_numerals-abui1241-1.csv,abui1241,abui1241,YES
PAP016_numerals-kuii1253-1.csv,kuii1253,kuii1253,YES
PAP017_numerals-kama1365-1.csv,kama1365,kama1365,YES
PAP018_numerals-wers1238-1.csv,wers1238,wers1238,YES
PAP019_numerals-kula1280-2.csv,kula1280,kula1280,YES
PAP020_numerals-sawi1256-1.csv,sawi1256,sawi1256,YES
PAP021_numerals-buna1278-1.csv,buna1278,buna1278,YES
PAP022_numerals-maka1316-1.csv,maka1316,maka1316,YES
PAP023_numerals-fata1247-1.csv,fata1247,fata1247,YES
PAP024_numerals-oira1263-1.csv,oira1263,oira1263,YES
PAP025_numerals-tern1247-1.csv,tern1247,tern1247,YES
PAP026_numerals-tido1248-1.csv,tido1248,tido1248,YES
PAP027_numerals-sahu1245-1.csv,sahu1245,sahu1245,YES
PAP028_numerals-waio1238-1.csv,waio1238,waio1238,YES
PAP029_barlowpacific-gamk1238-1.csv,gamk1238,gamk1238,YES
PAP030_barlowpacific-ibuu1240-1.csv,ibuu1240,ibuu1240,YES
PAP031_numerals-taba1263-1.csv,taba1263,taba1263,YES
PAP032_barlowpacific-modo1249-1.csv,modo1249,modo1249,YES
PAP033_barlowpacific-lolo1264-2.csv,lolo1264,lolo1264,YES
PAP034_numerals-pagu1249-1.csv,pagu1249,pagu1249,YES
PAP036_numerals-tobe1252-1.csv,tobe1252,tobe1252,YES
PAP037_numerals-tugu1246-1.csv,tugu1246,tugu1246,YES
PAP038_numerals-gale1259-1.csv,gale1259,gale1259,YES
PAP039_barlowpacific-west2600-8.csv,west2600,west2600,YES
PAP040_barlowpacific-duri1243-1.csv,duri1243,duri1243,YES
PAP041_numerals-suab1238-1.csv,suab1238,suab1238,YES
PAP042_barlowpacific-sege1235-2.csv,sege1235,sege1235,YES
PAP043_numerals-moii1235-1.csv,moii1235,moii1235,YES
PAP044_barlowpacific-kala1256-1.csv,kala1256,kala1256,YES
PAP045_barlowpacific-mora1239-1.csv,mora1239,mora1239,YES
PAP046_numerals-tehi1237-1.csv,tehi1237,tehi1237,YES
PAP047_barlowpacific-kond1303-1.csv,kond1303,kond1303,YES
PAP048_barlowpacific-yaha1248-1.csv,yaha1248,yaha1248,YES
PAP049_numerals-ihaa1241-1.csv,ihaa1241,ihaa1241,YES
PAP050_barlowpacific-baha1258-1.csv,baha1258,baha1258,YES
PAP051_numerals-kara1499-1.csv,kara1499,kara1499,YES
PAP052_barlowpacific-pura1253-1.csv,pura1253,pura1253,YES
PAP053_barlowpacific-kais1235-1.csv,kais1235,kais1235,YES
PAP054_numerals-koko1265-1.csv,koko1265,koko1265,YES
PAP055_barlowpacific-kabu1249-1.csv,kabu1249,kabu1249,YES
PAP056_barlowpacific-aran1237-1.csv,aran1237,aran1237,YES
PAP057_barlowpacific-kemb1235-2.csv,kemb1235,kemb1235,YES
PAP058_numerals-abun1252-1.csv,abun1252,abun1252,YES
PAP059_numerals-karo1303-1.csv,karo1303,karo1303,YES
PAP059_numerals-maib1239-1.csv,maib1239,maib1239,YES
PAP060_barlowpacific-morb1239-4.csv,morb1239,morb1239,YES
PAP061_numerals-mosk1236-1.csv,mosk1236,mosk1236,YES
PAP062_numerals-meya1236-1.csv,meya1236,meya1236,YES
PAP063_numerals-mani1235-1.csv,mani1235,mani1235,YES
PAP064_numerals-mpur1239-1.csv,mpur1239,mpur1239,YES
PAP065_barlowpacific-tana1288-1.csv,tana1288,tana1288,YES
PAP066_numerals-buru1308-1.csv,buru1308,buru1308,YES
PAP067_numerals-kamb1302-1.csv,kamb1302,kamb1302,YES
PAP068_barlowpacific-kamo1255-7.csv,kamo1255,kamo1255,YES
PAP069_barlowpacific-semp1241-1.csv,semp1241,semp1241,YES
PAP070_barlowpacific-nort2917-1.csv,nort2917,nort2917,YES
PAP071_barlowpacific-cent2117-3.csv,cent2117,cent2117,YES
PAP072_EDIT_barlowpacific-casu1237-1_EDIT.csv,casu1237,casu1237,YES
PAP073_barlowpacific-yaos1235-2.csv,yaos1235,yaos1235,YES
PAP074_barlowpacific-tamn1235-1.csv,tamn1235,tamn1235,YES
PAP076_numerals-cita1245-1.csv,cita1245,cita1245,YES
PAP077_numerals-sawi1257-1.csv,sawi1257,sawi1257,YES
PAP078_barlowpacific-asue1235-1.csv,asue1235,asue1235,YES
PAP079_barlowpacific-sout2941-3.csv,sout2941,sout2941,YES
PAP080_numerals-cent2118-1.csv,cent2118,cent2118,YES
PAP081_barlowpacific-eder1237-4.csv,eder1237,eder1237,YES
PAP082_barlowpacific-aghu1255-1.csv,aghu1255,aghu1255,YES
PAP084_barlowpacific-jair1235-1.csv,jair1235,jair1235,YES
PAP085_barlowpacific-komb1274-1.csv,komb1274,komb1274,YES
PAP086_numerals-wang1299-1.csv,wang1299,wang1299,YES
PAP087_barlowpacific-mand1445-3.csv,mand1445,mand1445,YES
PAP088_numerals-wamb1259-1.csv,wamb1259,wamb1259,YES
PAP089_barlowpacific-koke1241-1.csv,koke1241,koke1241,YES
PAP090_barlowpacific-ketu1238-1.csv,ketu1238,ketu1238,YES
PAP091_barlowpacific-mand1444-2.csv,mand1444,mand1444,YES
PAP092_numerals-koro1312-1.csv,koro1312,koro1312,YES
PAP093_numerals-tsak1250-1.csv,tsak1250,tsak1250,YES
PAP094_numerals-komy1238-1.csv,komy1238,komy1238,YES
PAP095_barlowpacific-kopk1238-1.csv,kopk1238,kopk1238,YES
PAP096_barlowpacific-kwer1265-1.csv,kwer1265,kwer1265,YES
PAP097_barlowpacific-buru1307-1.csv,buru1307,buru1307,YES
PAP098_numerals-tang1353-1.csv,tang1353,tang1353,YES
PAP099_numerals-naka1265-2.csv,naka1265,naka1265,YES
PAP100_barlowpacific-sout2940-2.csv,sout2940,sout2940,YES
PAP101_barlowpacific-nort2916-1.csv,nort2916,nort2916,YES
PAP102_numerals-ning1274-1.csv,ning1274,ning1274,YES
PAP103_numerals-yong1280-1.csv,yong1280,yong1280,YES
PAP104_numerals-iwur1240-1.csv,iwur1240,iwur1240,YES
PAP105_barlowpacific-ngal1298-1.csv,ngal1298,ngal1298,YES
PAP106_barlowpacific-suga1249-1.csv,suga1249,suga1249,YES
PAP107_numerals-tifa1245-1.csv,tifa1245,tifa1245,YES
PAP108_numerals-mian1256-1.csv,mian1256,mian1256,YES
PAP110_numerals-faiw1243-1.csv,faiw1243,faiw1243,YES
PAP111_barlowpacific-tele1256-2.csv,tele1256,tele1256,YES
PAP112_barlowpacific-seta1246-1.csv,seta1246,seta1246,YES
PAP113_barlowpacific-bimi1240-1.csv,bimi1240,bimi1240,YES
PAP114_numerals-oksa1245-2.csv,oksa1245,oksa1245,YES
PAP115_barlowpacific-ekar1243-5.csv,ekar1243,ekar1243,YES
PAP116_numerals-auye1238-1.csv,auye1238,auye1238,YES
PAP117_EDIT_numerals-daoo1238-1_EDIT.csv,daoo1238,daoo1238,YES
PAP118_barlowpacific-wola1243-1.csv,wola1243,wola1243,YES
PAP119_numerals-moni1261-1.csv,moni1261,moni1261,YES
PAP120_numerals-wano1243-1.csv,wano1243,wano1243,YES
PAP121_EDIT_numerals-west2594-1_EDIT.csv,west2594,west2594,YES
PAP122_numerals-wala1269-1.csv,wala1269,wala1269,YES
PAP123_EDIT_barlowpacific-uppe1430-1_EDIT.csv,uppe1430,uppe1430,YES
PAP124_barlowpacific-midg1235-1.csv,midg1235,midg1235,YES
PAP125_barlowpacific-lowe1415-1.csv,lowe1415,lowe1415,YES
PAP127_EDIT_numerals-ndug1245-1_EDIT.csv,ndug1245,ndug1245,YES
PAP128_EDIT_barlowpacific-sili1249-1_EDIT.csv,sili1249,sili1249,YES
PAP129_EDIT_barlowpacific-pass1247-1_EDIT.csv,pass1247,pass1247,YES
PAP130_numerals-nini1235-1.csv,nini1235,nini1235,YES
PAP131_barlowpacific-angg1239-1.csv,angg1239,angg1239,YES
PAP132_numerals-ngge1241-1.csv,ngge1241,ngge1241,YES
PAP133_numerals-kosa1249-1.csv,kosa1249,kosa1249,YES
PAP134_numerals-koru1245-1.csv,koru1245,koru1245,YES
PAP135_EDIT_barlowpacific-kora1298-1_EDIT.csv,kora1298,kora1298,YES
PAP136_numerals-nips1240-1.csv,nips1240,nips1240,YES
PAP137_EDIT_numerals-nalc1240-1_EDIT.csv,nalc1240,nalc1240,YES
PAP138_numerals-eipo1242-1.csv,eipo1242,eipo1242,YES
PAP139_numerals-unaa1239-1.csv,unaa1239,unaa1239,YES
PAP140_numerals-kete1254-1.csv,kete1254,kete1254,YES
PAP141_barlowpacific-huli1244-1.csv,huli1244,huli1244,YES
PAP142_barlowpacific-anga1292-1.csv,anga1292,anga1292,YES
PAP143_barlowpacific-anga1294-1.csv,anga1294,anga1294,YES
PAP144_barlowpacific-anga1293-1.csv,anga1293,anga1293,YES
PAP145_numerals-west2599-1.csv,west2599,west2599,YES
PAP146_barlowpacific-erav1244-1.csv,erav1244,erav1244,YES
PAP147_barlowpacific-east2516-1.csv,east2516,east2516,YES
PAP148_barlowpacific-samb1321-2.csv,samb1321,samb1321,YES
PAP149_barlowpacific-nete1240-1.csv,nete1240,nete1240,YES
PAP150_numerals-ipil1240-1.csv,ipil1240,ipil1240,YES
PAP151_barlowpacific-biso1243-1.csv,biso1243,biso1243,YES
PAP152_barlowpacific-enga1252-3.csv,enga1252,enga1252,YES
PAP153_barlowpacific-lemb1266-2.csv,lemb1266,lemb1266,YES
PAP154_barlowpacific-kyak1244-2.csv,kyak1244,kyak1244,YES
PAP155_barlowpacific-umbu1258-1.csv,umbu1258,umbu1258,YES
PAP156_barlowpacific-imbo1238-1.csv,imbo1238,imbo1238,YES
PAP157_numerals-boun1245-1.csv,boun1245,boun1245,YES
PAP158_barlowpacific-melp1238-1.csv,melp1238,melp1238,YES
PAP159_barlowpacific-niii1240-2.csv,niii1240,niii1240,YES
PAP160_barlowpacific-nucl1620-1.csv,nucl1620,nucl1620,YES
PAP161_EDIT_barlowpacific-nort2921-1_EDIT.csv,nort2921,nort2921,YES
PAP162_barlowpacific-mari1435-2.csv,mari1435,mari1435,YES
PAP163_barlowpacific-nara1264-2.csv,nara1264,nara1264,YES
PAP164_numerals-kand1303-1.csv,kand1303,kand1303,YES
PAP165_numerals-goli1247-1.csv,goli1247,goli1247,YES
PAP166_numerals-domm1246-1.csv,domm1246,domm1246,YES
PAP167_numerals-kuma1280-1.csv,kuma1280,kuma1280,YES
PAP168_numerals-salt1242-1.csv,salt1242,salt1242,YES
PAP169_numerals-sina1271-1.csv,sina1271,sina1271,YES
PAP170_barlowpacific-noma1262-1.csv,noma1262,noma1262,YES
PAP171_numerals-chua1250-1.csv,chua1250,chua1250,YES
PAP172_barlowpacific-kobo1249-2.csv,kobo1249,kobo1249,YES
PAP173_barlowpacific-kala1397-1.csv,kala1397,kala1397,YES
PAP174_numerals-taii1241-1.csv,taii1241,taii1241,YES
PAP175_barlowpacific-gant1244-1.csv,gant1244,gant1244,YES
PAP176_barlowpacific-magi1243-2.csv,magi1243,magi1243,YES
PAP177_barlowpacific-musa1266-2.csv,musa1266,musa1266,YES
PAP178_barlowpacific-fait1240-2.csv,fait1240,fait1240,YES
PAP179_barlowpacific-atem1241-2.csv,atem1241,atem1241,YES
PAP180_numerals-payn1244-1.csv,payn1244,payn1244,YES
PAP181_barlowpacific-nend1239-1.csv,nend1239,nend1239,YES
PAP182_numerals-apal1256-1.csv,apal1256,apal1256,YES
PAP184_numerals-mumm1238-1.csv,mumm1238,mumm1238,YES
PAP185_barlowpacific-sile1255-2.csv,sile1255,sile1255,YES
PAP186_barlowpacific-utar1238-1.csv,utar1238,utar1238,YES
PAP187_barlowpacific-wada1263-1.csv,wada1263,wada1263,YES
PAP188_barlowpacific-more1258-1.csv,more1258,more1258,YES
PAP189_barlowpacific-anam1248-1.csv,anam1248,anam1248,YES
PAP190_barlowpacific-anam1247-1.csv,anam1247,anam1247,YES
PAP191_barlowpacific-mala1494-1.csv,mala1494,mala1494,YES
PAP192_numerals-maia1254-1.csv,maia1254,maia1254,YES
PAP193_barlowpacific-maia1253-2.csv,maia1253,maia1253,YES
PAP194_EDIT_barlowpacific-mian1254-1_EDIT.csv,mian1254,mian1254,YES
PAP195_barlowpacific-mawa1266-1.csv,mawa1266,mawa1266,YES
PAP196_numerals-pamo1253-1.csv,pamo1253,pamo1253,YES
PAP197_barlowpacific-mauw1238-1.csv,mauw1238,mauw1238,YES
PAP198_barlowpacific-kowa1245-1.csv,kowa1245,kowa1245,YES
PAP199_barlowpacific-musa1265-1.csv,musa1265,musa1265,YES
PAP200_barlowpacific-wana1269-1.csv,wana1269,wana1269,YES
PAP201_barlowpacific-bepo1240-1.csv,bepo1240,bepo1240,YES
PAP202_barlowpacific-moer1240-1.csv,moer1240,moer1240,YES
